MSSubClass,MSZoning,LotFrontage,LotArea,LotShape,LandContour,LotConfig,Neighborhood,Condition1,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,HeatingQC,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,FullBath,HalfBath,BedroomAbvGr,KitchenQual,TotRmsAbvGrd,Fireplaces,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,WoodDeckSF,OpenPorchSF,EnclosedPorch,MoSold,YrSold,SaleType,SaleCondition,SalePrice
120,RL,30.0,9549,IR1,Lvl,CulDSac,Veenker,Norm,TwnhsE,1Story,8,5,1995,1996,Hip,BrkFace,BrkFace,None,0.0,Gd,Gd,PConc,Gd,Gd,Av,LwQ,437,GLQ,1057,0,1494,Ex,1494,0,1494,1,1,1,2,Ex,6,1,Attchd,1995.0,Fin,2,481,TA,0,30,0,4,2006,WD,Normal,270000
20,RL,75.0,14587,IR1,Lvl,Inside,Somerst,Norm,1Fam,1Story,9,5,2008,2008,Gable,VinylSd,VinylSd,Stone,284.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1498,1498,Ex,1506,0,1506,0,2,0,2,Ex,6,1,Attchd,2008.0,Fin,2,592,TA,0,174,0,8,2008,New,Partial,264132
60,RL,80.0,10421,Reg,Lvl,Inside,NWAmes,Norm,1Fam,2Story,7,5,1988,1988,Gable,HdBoard,HdBoard,BrkFace,42.0,TA,TA,CBlock,Gd,TA,No,GLQ,394,Unf,0,586,980,TA,980,734,1714,0,2,1,3,TA,7,1,Attchd,1988.0,Unf,2,496,TA,228,66,156,3,2010,WD,Normal,196500
50,RL,75.0,12508,IR1,Lvl,Inside,Mitchel,Norm,1Fam,1.5Fin,6,7,1940,1985,Gable,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,Gd,TA,Mn,ALQ,660,Unf,0,323,983,Ex,983,767,1750,1,2,0,4,TA,7,0,Attchd,1989.0,Unf,1,423,TA,245,0,156,7,2008,WD,Normal,160000
20,RL,70.0,9100,Reg,Lvl,Inside,CollgCr,Norm,1Fam,1Story,7,5,2004,2005,Hip,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,24,Unf,0,1836,1860,Ex,1836,0,1836,0,2,0,3,Gd,8,1,Attchd,2004.0,Fin,2,484,TA,120,33,0,10,2006,WD,Normal,216837
60,RL,47.0,53504,IR2,HLS,CulDSac,StoneBr,Norm,1Fam,2Story,8,5,2003,2003,Hip,CemntBd,Wd Shng,BrkFace,603.0,Ex,TA,PConc,Gd,TA,Gd,ALQ,1416,Unf,0,234,1650,Ex,1690,1589,3279,1,3,1,4,Ex,12,1,BuiltIn,2003.0,Fin,3,841,TA,503,36,0,6,2010,WD,Normal,538000
85,RL,70.04995836802665,7252,IR1,Lvl,CulDSac,Sawyer,Norm,1Fam,SFoyer,5,5,1982,1982,Hip,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,Gd,TA,Av,GLQ,685,Unf,0,173,858,TA,858,0,858,1,1,0,2,TA,5,0,Detchd,1983.0,Unf,2,576,TA,120,0,0,4,2009,WD,Normal,134900
20,RL,67.0,8877,Reg,Lvl,Inside,Edwards,Norm,1Fam,1Story,4,5,1951,1951,Gable,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,Fa,Fa,No,LwQ,836,Unf,0,0,836,TA,1220,0,1220,0,1,0,2,TA,6,0,Detchd,1951.0,Unf,2,396,TA,0,0,0,4,2006,COD,Normal,102000
80,RL,94.0,7819,Reg,Lvl,Inside,Edwards,Norm,1Fam,SLvl,6,5,1976,1976,Gable,Plywood,Plywood,None,0.0,TA,TA,CBlock,TA,TA,Av,ALQ,422,BLQ,127,480,1029,TA,1117,0,1117,1,1,0,3,TA,6,1,Detchd,1976.0,Unf,2,672,TA,144,0,0,3,2010,WD,Abnorml,107000
20,RL,70.0,10150,Reg,Lvl,Inside,NAmes,Feedr,1Fam,1Story,5,5,1958,1958,Gable,Wd Sdng,Wd Sdng,None,1.0,TA,TA,CBlock,TA,TA,No,Rec,456,Unf,0,456,912,Ex,912,0,912,0,1,0,2,TA,5,0,Attchd,1958.0,RFn,1,275,TA,0,0,0,7,2007,COD,Normal,114500
20,RL,110.0,14226,Reg,Lvl,Corner,NridgHt,Norm,1Fam,1Story,8,5,2006,2006,Hip,VinylSd,VinylSd,BrkFace,375.0,Gd,TA,PConc,Gd,TA,Av,Unf,0,Unf,0,1935,1935,Gd,1973,0,1973,0,2,0,3,Gd,9,1,Attchd,2006.0,Fin,3,895,TA,315,45,0,7,2007,New,Partial,395000
120,RM,32.0,4500,Reg,Lvl,FR2,Mitchel,Norm,TwnhsE,1Story,6,5,1998,1998,Hip,VinylSd,VinylSd,BrkFace,320.0,TA,TA,PConc,Ex,TA,No,GLQ,866,Unf,0,338,1204,Ex,1204,0,1204,1,2,0,2,TA,5,0,Attchd,1998.0,Fin,2,412,TA,0,247,0,6,2009,WD,Normal,162000
20,RL,86.0,11210,IR1,Lvl,Inside,CollgCr,Norm,1Fam,1Story,7,5,2005,2006,Gable,VinylSd,VinylSd,BrkFace,240.0,Gd,TA,PConc,Gd,TA,Av,GLQ,20,Unf,0,1594,1614,Ex,1614,0,1614,0,2,0,3,Gd,7,0,Attchd,2005.0,RFn,3,865,TA,144,59,0,7,2006,New,Partial,221500
20,RL,100.0,13350,IR1,Lvl,Inside,Sawyer,Norm,1Fam,1Story,5,5,1974,1974,Hip,HdBoard,Plywood,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,762,Unf,0,102,864,TA,894,0,894,1,1,0,3,TA,5,1,Attchd,1974.0,Unf,2,440,TA,241,0,0,6,2006,WD,Normal,142500
90,RH,60.0,8400,Reg,Lvl,Inside,SawyerW,Feedr,Duplex,1Story,5,5,1977,1977,Gable,Plywood,Plywood,BrkFace,320.0,TA,TA,Slab,TA,TA,No,Unf,0,Unf,0,0,0,TA,2020,0,2020,0,2,0,4,TA,10,2,Detchd,1977.0,Unf,2,630,TA,0,0,0,10,2007,WD,Normal,144000
90,RL,78.0,10530,Reg,Lvl,Inside,Mitchel,Norm,Duplex,SFoyer,6,5,1977,1977,Gable,Plywood,ImStucc,BrkFace,90.0,TA,TA,CBlock,Gd,TA,Gd,GLQ,975,Unf,0,0,975,TA,1004,0,1004,1,1,0,2,TA,4,0,Attchd,1977.0,Unf,2,504,TA,0,0,0,5,2006,WD,Normal,135000
20,RL,63.0,7875,Reg,Lvl,Inside,Gilbert,Norm,1Fam,1Story,7,5,1995,1996,Gable,HdBoard,HdBoard,BrkFace,38.0,TA,TA,PConc,Gd,Gd,No,Unf,0,Unf,0,1237,1237,Gd,1253,0,1253,0,2,0,3,TA,6,1,Attchd,1995.0,Fin,2,402,TA,220,21,0,6,2007,WD,Normal,176000
60,RL,65.0,7153,Reg,Lvl,Inside,SawyerW,Norm,1Fam,2Story,6,5,1992,1992,Gable,VinylSd,VinylSd,None,0.0,Gd,Gd,PConc,Gd,TA,No,ALQ,387,Unf,0,374,761,Ex,810,793,1603,0,2,1,3,Gd,7,0,Attchd,1992.0,RFn,2,484,TA,0,124,0,7,2006,WD,Normal,175900
20,RL,67.0,16285,IR2,Lvl,Inside,CollgCr,Norm,1Fam,1Story,7,5,2001,2002,Gable,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1413,1413,Ex,1430,0,1430,0,2,0,3,Gd,6,0,Attchd,2001.0,RFn,2,605,TA,0,33,0,6,2009,WD,Normal,187100
85,RL,70.04995836802665,9101,IR1,Lvl,Corner,Mitchel,Norm,1Fam,SFoyer,5,6,1978,1978,Gable,Plywood,Plywood,BrkFace,104.0,TA,Gd,PConc,Gd,TA,Av,GLQ,1097,Unf,0,0,1097,Ex,1110,0,1110,1,1,0,1,Gd,4,1,Attchd,1978.0,Fin,2,602,TA,303,30,0,7,2009,WD,Normal,165500
75,RM,35.0,6300,Reg,Lvl,Inside,OldTown,Norm,1Fam,2.5Unf,6,6,1914,2001,Gable,Wd Sdng,Wd Shng,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,742,742,Ex,742,742,1484,0,2,0,3,TA,9,1,Attchd,2005.0,Unf,0,0,TA,0,291,134,6,2008,WD,Normal,128000
20,RL,70.04995836802665,9790,Reg,Lvl,Inside,NWAmes,Feedr,1Fam,1Story,6,5,1967,1967,Gable,BrkFace,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,251,LwQ,630,491,1372,TA,1342,0,1342,0,2,0,3,TA,7,1,Attchd,1967.0,Unf,2,457,TA,0,0,0,9,2009,WD,Normal,161500
50,RM,60.0,10800,Reg,Lvl,Inside,OldTown,Artery,1Fam,1.5Fin,5,6,1915,1950,Gable,MetalSd,MetalSd,None,0.0,TA,Gd,PConc,Fa,TA,No,LwQ,686,Unf,0,0,686,TA,966,686,1652,1,2,0,4,TA,7,0,Detchd,1961.0,Unf,1,416,TA,0,0,196,6,2010,WD,Normal,139000
60,RL,76.0,10142,IR1,Lvl,Inside,SawyerW,Norm,1Fam,2Story,7,5,2004,2004,Gable,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,656,Unf,0,300,956,Ex,956,1128,2084,1,2,1,4,Gd,8,0,BuiltIn,2004.0,RFn,2,618,TA,0,45,0,1,2010,WD,Normal,233000
20,RM,50.0,6000,Reg,Lvl,Corner,OldTown,Norm,1Fam,1Story,4,7,1954,2000,Gable,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,901,901,Ex,901,0,901,0,1,0,2,TA,4,0,Detchd,1954.0,Unf,1,281,Fa,0,0,0,8,2008,WD,Normal,107900
60,RL,70.04995836802665,12205,IR1,Low,Inside,ClearCr,Norm,1Fam,2Story,6,8,1966,2007,Gable,HdBoard,HdBoard,BrkFace,157.0,TA,TA,CBlock,TA,Fa,Gd,LwQ,568,Unf,0,264,832,Gd,976,1111,2087,0,2,1,5,Gd,9,0,Attchd,1966.0,Fin,2,444,TA,133,168,0,7,2007,WD,Normal,187500
120,RL,43.0,3182,Reg,Lvl,Inside,Blmngtn,Norm,TwnhsE,1Story,7,5,2005,2006,Gable,VinylSd,VinylSd,BrkFace,11.0,Gd,TA,PConc,Gd,TA,No,GLQ,16,Unf,0,1129,1145,Ex,1145,0,1145,0,2,0,2,Gd,5,1,Attchd,2005.0,Fin,2,397,TA,100,16,0,9,2009,WD,Normal,160200
80,RL,70.04995836802665,11333,IR1,Lvl,Corner,Mitchel,Norm,1Fam,SLvl,6,5,1976,1976,Gable,HdBoard,HdBoard,None,0.0,TA,TA,PConc,Gd,TA,Av,ALQ,539,Unf,0,490,1029,TA,1062,0,1062,1,1,0,3,TA,5,2,Attchd,1976.0,RFn,2,539,TA,120,0,0,5,2007,WD,Normal,146800
60,RL,92.0,9920,IR1,Lvl,CulDSac,NoRidge,Norm,1Fam,2Story,7,5,1996,1997,Gable,MetalSd,MetalSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,862,Unf,0,255,1117,Ex,1127,886,2013,1,2,1,3,TA,8,1,Attchd,1997.0,Unf,2,455,TA,180,130,0,6,2007,WD,Normal,269790
20,RL,76.0,9158,Reg,Lvl,Inside,Somerst,Norm,1Fam,1Story,8,5,2007,2007,Gable,CemntBd,CmentBd,Stone,140.0,Gd,TA,PConc,Gd,TA,Av,Unf,0,Unf,0,1496,1496,Ex,1496,0,1496,0,2,0,3,Gd,7,0,Attchd,2007.0,Fin,2,474,TA,168,130,0,6,2007,New,Partial,225000
60,RL,70.04995836802665,10832,IR1,Lvl,Corner,Gilbert,Norm,1Fam,2Story,7,5,1994,1996,Gable,MetalSd,MetalSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,712,712,Ex,1086,809,1895,0,2,1,3,Gd,7,1,Attchd,1994.0,Fin,2,409,TA,143,46,0,10,2008,WD,Normal,194500
60,RL,70.0,8400,Reg,Lvl,Inside,SawyerW,Norm,1Fam,2Story,6,6,1980,1981,Gable,HdBoard,HdBoard,BrkFace,130.0,TA,TA,CBlock,Gd,TA,No,Unf,0,Unf,0,650,650,TA,888,676,1564,0,2,1,3,TA,7,1,Attchd,1980.0,Unf,2,476,TA,0,50,0,4,2010,WD,Normal,171000
20,RL,71.0,8197,Reg,Lvl,Inside,Sawyer,Norm,1Fam,1Story,6,5,1977,1977,Gable,Plywood,Plywood,BrkFace,148.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,660,660,Ex,1285,0,1285,0,1,1,3,TA,7,1,Attchd,1977.0,RFn,2,528,TA,138,0,0,4,2007,WD,Normal,143500
20,RL,57.0,7677,Reg,Lvl,Inside,NAmes,Norm,1Fam,1Story,5,5,1953,1953,Gable,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,570,Unf,0,203,773,Gd,773,0,773,0,1,0,2,TA,4,0,Attchd,1953.0,Unf,1,240,TA,0,0,0,4,2008,WD,Abnorml,110000
60,RL,104.0,13518,Reg,Lvl,Inside,NridgHt,Norm,1Fam,2Story,9,5,2008,2009,Hip,VinylSd,VinylSd,Stone,860.0,Ex,TA,PConc,Ex,TA,No,Unf,0,Unf,0,1926,1926,Ex,1966,1174,3140,0,3,1,4,Ex,11,2,BuiltIn,2009.0,Fin,3,820,TA,144,78,0,7,2009,New,Partial,485000
50,RL,60.0,7200,Reg,Lvl,Corner,SWISU,Feedr,1Fam,1.5Fin,5,7,1937,1950,Gable,Wd Sdng,Wd Sdng,BrkFace,252.0,TA,TA,BrkTil,Gd,TA,No,ALQ,569,Unf,0,162,731,Ex,981,787,1768,1,1,1,3,Gd,7,2,Detchd,1939.0,Unf,1,240,TA,0,0,264,6,2007,WD,Normal,175000
60,RL,79.0,12798,IR1,HLS,Inside,ClearCr,Feedr,1Fam,2Story,6,5,1997,1997,Gable,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,Gd,GLQ,462,Unf,0,154,616,Gd,616,1072,1688,1,2,1,4,Gd,8,0,Attchd,1997.0,RFn,2,603,TA,403,114,185,5,2008,WD,Normal,200000
30,RM,40.0,4800,Reg,Lvl,Inside,IDOTRR,Norm,1Fam,1Story,4,7,1916,1990,Gable,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,LwQ,197,Unf,0,999,1196,Ex,1196,0,1196,1,1,0,2,TA,5,0,Detchd,1957.0,Unf,2,440,TA,0,0,0,7,2007,WD,Normal,109900
60,RL,63.0,8199,Reg,Lvl,Inside,CollgCr,Norm,1Fam,2Story,7,5,2005,2005,Gable,WdShing,Wd Shng,None,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,648,Unf,0,80,728,Ex,728,728,1456,1,2,1,3,Gd,7,1,Attchd,2005.0,Fin,2,410,TA,36,18,0,10,2008,WD,Normal,189000
60,RL,107.0,13891,Reg,Lvl,Inside,NridgHt,Norm,1Fam,2Story,9,5,2008,2009,Hip,VinylSd,VinylSd,Stone,424.0,Ex,TA,PConc,Ex,TA,Gd,Unf,0,Unf,0,1734,1734,Ex,1734,1088,2822,0,3,1,4,Ex,12,1,BuiltIn,2009.0,RFn,3,1020,TA,52,170,0,1,2009,New,Partial,582933
20,RL,75.0,9000,Reg,Lvl,Inside,NAmes,Norm,1Fam,1Story,5,5,1954,1954,Gable,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,LwQ,812,Unf,0,124,936,TA,1128,0,1128,0,1,0,2,TA,5,0,Attchd,1954.0,Unf,1,286,TA,0,0,0,6,2006,WD,Family,118000
20,RL,91.0,12274,IR1,Lvl,FR2,Somerst,Norm,1Fam,1Story,7,5,2008,2008,Gable,VinylSd,VinylSd,Stone,256.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1417,1417,Ex,1428,0,1428,0,2,0,3,Ex,6,0,Attchd,2008.0,RFn,2,554,TA,0,60,0,7,2008,New,Partial,227680
80,RL,75.0,9750,Reg,Lvl,Inside,NAmes,Norm,1Fam,SLvl,5,5,1967,1967,Gable,VinylSd,VinylSd,None,0.0,TA,TA,PConc,TA,TA,Av,ALQ,400,Rec,480,100,980,Gd,980,0,980,0,2,0,3,TA,6,0,Attchd,1967.0,Fin,1,384,TA,68,0,0,10,2006,WD,Normal,135500
70,RL,144.0,21384,Reg,Lvl,Inside,BrkSide,Norm,1Fam,2Story,5,6,1923,2004,Gable,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,Gd,GLQ,1309,Unf,0,15,1324,Ex,1072,504,1576,2,1,1,3,Gd,6,1,Attchd,1923.0,RFn,2,528,TA,0,312,0,5,2009,WD,Normal,223500
80,RL,85.0,13400,Reg,Lvl,Inside,NAmes,Norm,1Fam,SLvl,5,5,1966,1966,Gable,VinylSd,VinylSd,BrkFace,1047.0,TA,TA,CBlock,TA,TA,Av,ALQ,516,BLQ,128,380,1024,TA,1086,0,1086,1,1,0,3,TA,6,1,Attchd,1966.0,RFn,2,484,TA,0,0,0,6,2006,WD,Normal,159950
75,RM,90.0,8100,Reg,Lvl,Corner,OldTown,Norm,1Fam,2.5Unf,5,5,1898,1965,Hip,AsbShng,AsbShng,None,0.0,TA,TA,PConc,TA,TA,No,Unf,0,Unf,0,849,849,TA,1075,1063,2138,0,2,0,2,TA,11,0,Detchd,1910.0,Unf,2,360,Fa,40,156,0,11,2009,WD,Normal,106000
20,RL,78.0,10140,Reg,Lvl,Inside,NWAmes,Norm,1Fam,1Story,6,6,1974,1999,Hip,HdBoard,HdBoard,BrkFace,99.0,TA,TA,CBlock,TA,TA,No,ALQ,663,LwQ,377,0,1040,Fa,1309,0,1309,1,1,1,3,Gd,5,1,Attchd,1974.0,RFn,2,484,TA,265,0,0,1,2006,WD,Normal,181000
120,RM,70.04995836802665,4438,Reg,Lvl,Inside,CollgCr,Norm,TwnhsE,1Story,6,5,2004,2004,Gable,VinylSd,VinylSd,BrkFace,169.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,662,Unf,0,186,848,Ex,848,0,848,1,1,0,1,Gd,4,1,Attchd,2004.0,Fin,2,420,TA,140,0,0,6,2008,ConLD,Normal,144500
20,C (all),66.0,8712,Reg,Bnk,Inside,IDOTRR,Norm,1Fam,1Story,5,5,1952,1952,Hip,Wd Sdng,Wd Sdng,None,0.0,Fa,TA,CBlock,TA,TA,Av,Unf,0,Unf,0,540,540,TA,1044,0,1044,0,1,0,2,Fa,4,0,Basment,1952.0,Unf,2,504,TA,0,0,0,6,2010,WD,Alloca,55993
20,RL,75.0,9750,Reg,Lvl,Inside,NAmes,Norm,1Fam,1Story,6,6,1958,1958,Gable,MetalSd,MetalSd,BrkFace,243.0,TA,TA,CBlock,TA,TA,No,Rec,608,Unf,0,834,1442,Gd,1442,0,1442,0,1,1,4,TA,7,0,Attchd,1958.0,RFn,1,301,TA,0,0,275,4,2007,COD,Normal,157900
50,RL,45.0,8248,Reg,Lvl,Inside,Edwards,Norm,1Fam,1.5Fin,5,7,1918,1950,Gable,Stucco,Stucco,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,0,686,686,Gd,686,564,1250,0,1,1,3,Fa,7,0,Detchd,1955.0,Unf,1,280,TA,207,0,96,7,2006,WD,Normal,116000
20,RL,48.0,12137,IR2,Lvl,CulDSac,CollgCr,Norm,1Fam,1Story,7,5,1998,1998,Gable,VinylSd,VinylSd,BrkFace,442.0,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1649,1649,Ex,1661,0,1661,0,2,0,3,Gd,6,0,Attchd,1998.0,RFn,2,598,TA,0,34,0,5,2010,WD,Normal,224900
20,RL,70.04995836802665,11425,IR1,Lvl,Corner,NAmes,Norm,1Fam,1Story,5,6,1954,1954,Gable,BrkFace,BrkFace,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,486,Unf,0,522,1008,Gd,1008,0,1008,0,1,0,2,TA,4,1,Attchd,1954.0,RFn,1,275,TA,0,0,120,7,2006,WD,Normal,137000
20,RL,70.04995836802665,13265,IR1,Lvl,CulDSac,Mitchel,Norm,1Fam,1Story,8,5,2002,2002,Hip,CemntBd,CmentBd,BrkFace,148.0,Gd,TA,PConc,Gd,TA,No,GLQ,1218,Unf,0,350,1568,Ex,1689,0,1689,1,2,0,3,Gd,7,2,Attchd,2002.0,RFn,3,857,TA,150,59,0,7,2008,WD,Normal,271000
80,RL,80.0,8816,Reg,Lvl,Inside,ClearCr,Norm,1Fam,SLvl,6,7,1971,1971,Gable,HdBoard,HdBoard,BrkFace,80.0,TA,TA,CBlock,TA,TA,Av,GLQ,504,Unf,0,506,1010,Gd,1052,0,1052,1,1,0,3,TA,6,0,Attchd,1971.0,Unf,2,440,TA,0,0,0,6,2010,WD,Normal,155000
120,RL,44.0,6371,IR1,Lvl,Inside,NridgHt,Norm,TwnhsE,1Story,7,5,2009,2010,Gable,VinylSd,VinylSd,Stone,128.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,733,Unf,0,625,1358,Ex,1358,0,1358,1,2,0,2,Gd,6,1,Attchd,2010.0,RFn,2,484,TA,192,35,0,6,2010,New,Partial,224000
60,RL,72.0,7226,IR1,Lvl,CulDSac,CollgCr,Norm,1Fam,2Story,7,5,2003,2003,Gable,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,798,798,Ex,798,842,1640,0,2,1,3,Gd,6,0,Attchd,2003.0,RFn,2,595,TA,0,45,0,6,2008,WD,Normal,183000
20,RM,60.0,6000,Reg,Bnk,Inside,OldTown,Norm,2fmCon,1Story,4,4,1953,1953,Gable,MetalSd,MetalSd,None,0.0,Fa,TA,CBlock,Fa,TA,No,Unf,0,Unf,0,936,936,TA,936,0,936,0,1,0,2,TA,4,0,Detchd,1974.0,Unf,2,576,TA,0,32,112,2,2009,WD,Normal,93000
60,RL,70.04995836802665,12394,IR1,Lvl,Corner,Gilbert,Norm,1Fam,2Story,7,5,2003,2003,Gable,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Gd,Unf,0,Unf,0,847,847,Ex,847,886,1733,0,2,1,3,Gd,7,1,BuiltIn,2003.0,Fin,2,433,TA,100,48,0,10,2007,WD,Family,225000
50,RL,60.0,9900,Reg,Lvl,Inside,SWISU,Norm,1Fam,1.5Fin,6,7,1940,1950,Gable,VinylSd,VinylSd,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,0,778,778,TA,944,545,1489,0,2,0,3,TA,7,1,Detchd,1940.0,Unf,1,240,TA,335,0,0,7,2009,WD,Normal,139500
20,FV,81.0,11216,Reg,Lvl,Inside,Somerst,Norm,1Fam,1Story,8,5,2006,2006,Gable,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,Gd,No,Unf,0,Unf,0,1489,1489,Ex,1489,0,1489,0,2,0,3,Gd,7,1,Attchd,2006.0,RFn,2,776,TA,0,140,0,6,2006,New,Partial,232600
20,RL,114.0,14803,Reg,Lvl,Inside,NridgHt,PosN,1Fam,1Story,10,5,2007,2008,Hip,CemntBd,CmentBd,BrkFace,816.0,Ex,TA,PConc,Ex,TA,Av,GLQ,1636,Unf,0,442,2078,Ex,2084,0,2084,1,2,0,2,Ex,7,1,Attchd,2007.0,Fin,3,1220,TA,188,45,0,6,2008,New,Partial,385000
45,RM,50.0,6130,Reg,Lvl,Inside,BrkSide,Norm,1Fam,1.5Unf,5,6,1924,1950,Gable,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,TA,TA,No,ALQ,784,Unf,0,0,784,Gd,784,0,784,1,1,0,2,Gd,5,0,Attchd,2005.0,Unf,0,0,TA,0,0,116,5,2008,WD,Normal,109500
20,RL,65.0,8529,IR1,Lvl,Inside,SawyerW,Norm,1Fam,1Story,7,5,2001,2001,Gable,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,20,Unf,0,1434,1454,Ex,1434,0,1434,0,2,0,3,Gd,6,1,Attchd,2001.0,RFn,2,527,TA,290,39,0,4,2009,WD,Normal,189000
60,RL,70.04995836802665,28698,IR2,Low,CulDSac,ClearCr,Norm,1Fam,2Story,5,5,1967,1967,Flat,Plywood,Plywood,None,0.0,TA,TA,PConc,TA,Gd,Gd,LwQ,249,ALQ,764,0,1013,TA,1160,966,2126,0,2,1,3,TA,7,0,Attchd,1967.0,Fin,2,538,TA,486,0,0,6,2009,WD,Abnorml,185000
160,FV,24.0,2544,Reg,Lvl,Inside,Somerst,Norm,Twnhs,2Story,7,5,2005,2005,Gable,MetalSd,MetalSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,600,600,Ex,520,623,1223,0,2,1,2,Gd,4,0,Detchd,2005.0,RFn,2,480,TA,0,166,0,7,2006,WD,Normal,147400
20,RL,80.0,11900,IR1,Lvl,Corner,NAmes,Norm,1Fam,1Story,6,5,1957,1957,Gable,HdBoard,HdBoard,BrkFace,387.0,TA,TA,CBlock,TA,TA,No,Rec,1040,Unf,0,352,1392,TA,1392,0,1392,1,1,1,3,TA,6,2,Attchd,1957.0,RFn,2,458,TA,0,0,0,6,2008,WD,Normal,166000
160,FV,30.0,3180,Reg,Lvl,Inside,Somerst,Norm,TwnhsE,2Story,7,5,2005,2005,Gable,MetalSd,MetalSd,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,0,600,600,Ex,520,600,1200,0,2,1,2,Gd,4,0,Detchd,2005.0,RFn,2,480,TA,0,166,0,6,2006,WD,Normal,151000
60,RL,44.0,9548,IR1,Lvl,CulDSac,CollgCr,Norm,1Fam,2Story,7,6,2003,2003,Gable,VinylSd,VinylSd,BrkFace,223.0,Gd,TA,PConc,Gd,TA,No,GLQ,483,Unf,0,458,941,Ex,941,888,1829,1,2,1,3,Gd,7,1,Attchd,2003.0,RFn,2,613,TA,192,39,0,1,2010,WD,Normal,237000
20,RL,100.0,10004,Reg,Lvl,Inside,NAmes,Norm,1Fam,1Story,6,6,1964,1964,Gable,HdBoard,Plywood,BrkFace,180.0,TA,TA,CBlock,TA,TA,No,Rec,196,BLQ,345,975,1516,TA,1516,0,1516,0,1,1,3,TA,6,0,Attchd,1964.0,RFn,2,472,TA,0,0,0,2,2009,WD,Normal,167000
20,RL,75.0,7875,Reg,Lvl,Inside,NAmes,Norm,1Fam,1Story,5,6,1961,1961,Gable,VinylSd,VinylSd,BrkFace,136.0,TA,TA,CBlock,TA,TA,No,Rec,572,Unf,0,572,1144,Gd,1144,0,1144,1,1,0,3,TA,6,0,Attchd,1961.0,Unf,2,456,TA,0,0,0,9,2008,WD,Normal,139950
20,RL,60.0,9600,Reg,Lvl,Inside,Sawyer,Norm,1Fam,1Story,4,7,1950,1995,Gable,VinylSd,HdBoard,None,0.0,TA,TA,CBlock,Gd,TA,No,BLQ,442,Unf,0,625,1067,TA,1067,0,1067,0,2,0,2,Gd,4,0,Attchd,1996.0,Unf,2,436,TA,290,0,0,2,2010,WD,Normal,128000
30,RM,90.0,8100,Reg,Lvl,Inside,OldTown,Norm,1Fam,1Story,5,6,1948,1973,Gable,VinylSd,VinylSd,None,0.0,TA,TA,BrkTil,TA,TA,No,Rec,338,Unf,0,1221,1559,Gd,1559,0,1559,1,1,0,2,TA,5,0,Detchd,1948.0,Unf,2,812,TA,0,116,230,6,2007,COD,Normal,153500
